mensagem,classe,random_swap,random_deletion,context
JADE IS PAUL. Didn't you send me a message? DO YOU REMEMBER...,0,JADE IS PAUL . n't Did you send me a message ? DO YOU REMEMBER ...,JA ##DE IS PA ##UL . Did ##n ' t you send me a message ? DO YOU RE ##M ##B ##ER . . .,just called paul. hadn't you left us a message? do not remember...
JADE IS PAUL. Didn't you send me a message? DO YOU REMEMBER...,0,JADE IS PAUL . Did n't you send me message a ? DO YOU REMEMBER ...,JA ##DE IS PA ##UL . Did ##n ' t you send me a message ? YOU RE ##ME ##M ##B ##ER . . .,jade asked paul. didn'in you get me another picture? do your remember...
Hmm ill have to think about it... ok you're forgiven! =D,0,Hmm ill have to think about it... ok you're forgiven! =D,Hmm ill have to think about it... ok you're forgiven! =D,Hmm ill have to think about it... ok you're forgiven! =D
Hmm ill have to think about it... ok you're forgiven! =D,0,Hmm ill have think to about it ... ok you 're forgiven ! =D,H ##mm ill have to think about it . . . ok you re for ##given ! = D,hmm we need to count upon it... ok ye're here! = d
Hmm ill have to think about it... ok you're forgiven! =D,0,Hmm ill have to think about it ok ... you 're forgiven ! =D,H ##mm ill have to think about it . . . ok you ' re for ##given ! D,hmm ill have her ask about him... then you'm out! = d
Hmm ill have to think about it... ok you're forgiven! =D,0,Hmm ill have to think about it ... ok you forgiven 're ! =D,H ##mm have to think about it . . . ok you ' re for ##given ! = D,hmm... be a hear about it... ok you'l forgiven! = [UNK]
"Oooh, bedridden, hey? What are you thinking?",0,"Oooh, bedridden, hey? What are you thinking?","Oooh, bedridden, hey? What are you thinking?","Oooh, bedridden, hey? What are you thinking?"
"Oooh, bedridden, hey? What are you thinking?",0,"Oooh , bedridden hey , ? What are you thinking ?","O ##oo ##h , bed ##rid ##den , he ##y ? What are you ?","and, uh, hey? which brings you in?"
"Oooh, bedridden, hey? What are you thinking?",0,"Oooh , bedridden , hey ? What are you ? thinking","O ##oo ##h , bed ##rid , he ##y ? What are you thinking ?","jesus, god, yes? what is you wearing?"
"Oooh, bedridden, hey? What are you thinking?",0,", Oooh bedridden , hey ? What are you thinking ?","O ##oo ##h , bed ##rid ##den , he ##y ? What you thinking ?","yeah, hey, hey? what yer ye saying?"
I need details about that online job.,0,I need details about that online job.,I need details about that online job.,I need details about that online job.
I need details about that online job.,0,I need details about online that job .,I need details about online job .,she want details about that new job.
I need details about that online job.,0,I details need about that online job .,I details about that online job .,just need information about that online blog.
I need details about that online job.,0,I need details about that online . job,I need details that online job .,they need details to your online job.
"Your free ringtone is waiting to be collected. Simply text the password \MIX\"" to 85069 to verify. Get Usher and Britney. FML",1,"Your free ringtone is waiting to be collected. Simply text the password \MIX\"" to 85069 to verify. Get Usher and Britney. FML","Your free ringtone is waiting to be collected. Simply text the password \MIX\"" to 85069 to verify. Get Usher and Britney. FML","Your free ringtone is waiting to be collected. Simply text the password \MIX\"" to 85069 to verify. Get Usher and Britney. FML"
"Your free ringtone is waiting to be collected. Simply text the password \MIX\"" to 85069 to verify. Get Usher and Britney. FML",1,Your free ringtone is to waiting be collected . Simply text the password \MIX\ '' to 85069 to verify . Get Usher and Britney . FML,"Your free ring ##tone is waiting to be collected . Sim ##ply text the pass ##word \ MI ##X \ "" to 850 ##69 to veri ##fy Get Usher and Britney . FM ##L","your free computer was waiting to have sent. simply text the password \ and \ "" to 85069 to verify. be set for play. fm"
"Your free ringtone is waiting to be collected. Simply text the password \MIX\"" to 85069 to verify. Get Usher and Britney. FML",1,Your free ringtone is waiting to collected be . Simply text the password \MIX\ '' to 85069 to verify . Get Usher and Britney . FML,"Your free ring ##tone is waiting to be collected . Sim ##ply text the pass ##word \ MI ##X \ "" to 850 ##69 to veri ##fy . Get Usher and Britney . FM","your contact time is yet to get collected. simply text this password \ and \ "" to 85069 to verify. open up and dj. fm"
"Your free ringtone is waiting to be collected. Simply text the password \MIX\"" to 85069 to verify. Get Usher and Britney. FML",1,Your free ringtone is waiting to be collected . Simply text the \MIX\ password '' to 85069 to verify . Get Usher and Britney . FML,"Your free ring ##tone is waiting to be collected . Sim ##ply text the pass ##word \ MI ##X \ "" to 850 ##69 to veri ##fy . Get Usher Britney . FM ##L","your free ringtone are yet to be collected. i text the caller \ and \ "" join us for verify. get usher and co. fm"
Free 1st week entry 2 TEXTPOD 4 a chance 2 win 40GB iPod or å£250 cash every wk. Txt POD to 84128 Ts&Cs www.textpod.net custcare 08712405020.,1,Free 1st week entry 2 TEXTPOD 4 a chance 2 win 40GB iPod or å£250 cash every wk. Txt POD to 84128 Ts&Cs www.textpod.net custcare 08712405020.,Free 1st week entry 2 TEXTPOD 4 a chance 2 win 40GB iPod or å£250 cash every wk. Txt POD to 84128 Ts&Cs www.textpod.net custcare 08712405020.,Free 1st week entry 2 TEXTPOD 4 a chance 2 win 40GB iPod or å£250 cash every wk. Txt POD to 84128 Ts&Cs www.textpod.net custcare 08712405020.
Free 1st week entry 2 TEXTPOD 4 a chance 2 win 40GB iPod or å£250 cash every wk. Txt POD to 84128 Ts&Cs www.textpod.net custcare 08712405020.,1,Free 1st week entry 2 TEXTPOD 4 a chance 2 win 40GB iPod or å£250 cash every wk . Txt POD to 84128 Ts & Cs www.textpod.net custcare . 08712405020,Free 1st week entry 2 T ##E ##X ##TP ##OD 4 a chance 2 win 40 ##GB iPod or å ##£ ##25 ##0 cash every ##k . T ##xt P ##OD to 841 ##28 T ##s & C ##s www . text ##pod . net cu ##st ##care 08 ##71 ##24 ##0 ##50 ##20 .,2010 1st edition free 2 textpod 4 a chance 2 win 40gb downloads or apple download at wk. txt subscription to 84128 ts & download www. facebook. net custcare 08712405020.
Free 1st week entry 2 TEXTPOD 4 a chance 2 win 40GB iPod or å£250 cash every wk. Txt POD to 84128 Ts&Cs www.textpod.net custcare 08712405020.,1,Free 1st week entry 2 TEXTPOD a 4 chance 2 win 40GB iPod or å£250 cash every wk . Txt POD to 84128 Ts & Cs www.textpod.net custcare 08712405020 .,Free 1st week entry 2 T ##E ##X ##TP ##OD 4 a chance 2 win 40 ##GB iPod or å ##£ ##25 ##0 cash every ##k . T ##xt P ##OD to 841 ##28 T ##s & C ##s www . text ##pod . net cu ##st ##care 08 ##71 ##24 ##0 ##50 ##20 .,free next week for 2 and 4 a ticket 2 win 40gb to store a£250 cash every wk. txt pod for 84128 cs & cs www. google. net custcare app.
Free 1st week entry 2 TEXTPOD 4 a chance 2 win 40GB iPod or å£250 cash every wk. Txt POD to 84128 Ts&Cs www.textpod.net custcare 08712405020.,1,Free 1st week entry 2 TEXTPOD 4 a chance 2 win 40GB iPod or å£250 cash every wk . Txt POD 84128 to Ts & Cs www.textpod.net custcare 08712405020 .,Free 1st week entry 2 T ##E ##X ##TP ##OD 4 a chance 2 win 40 ##GB iPod or å ##£ ##25 ##0 cash every w ##k . T ##xt P ##OD to 841 ##28 ##s & C ##s www . text ##pod . net cu ##st ##care 08 ##71 ##24 ##0 ##50 ##20 .,free 1st week participants in textpod have the chance 2 win an ipod pod a£250 on every wk. txt pod on 84128 html & cs www. textpod. net at 08712405020.
"I'm still not sure, I'm still trying to contact him",0,"I'm still not sure, I'm still trying to contact him","I'm still not sure, I'm still trying to contact him","I'm still not sure, I'm still trying to contact him"
"I'm still not sure, I'm still trying to contact him",0,"I still 'm not sure , I 'm still trying to contact him","I ' m still not sure , I ' m trying to contact him","i'm still not sure, anyone's even trying to call you"
"I'm still not sure, I'm still trying to contact him",0,"I 'm still not sure , I 'm still trying contact to him","I ' m not sure , I ' m still trying to contact him","i'm just here thinking, i'm still trying at contact you"
"I'm still not sure, I'm still trying to contact him",0,"I 'm still not sure , I 'm trying still to contact him","' m still not sure , I ' m still trying to contact him","i'm still partially convinced, we'd still trying to reach him"
"Holidays in the Sun. To claim your medical holidays, send a...",1,"Holidays in the Sun. To claim your medical holidays, send a...","Holidays in the Sun. To claim your medical holidays, send a...","Holidays in the Sun. To claim your medical holidays, send a..."
"Holidays in the Sun. To claim your medical holidays, send a...",1,"Holidays in the Sun . To claim your holidays medical , send a ...",Holiday ##s in the Sun . To claim your medical holiday ##s send a . . .,"stand in the sun. and finish your medical holidays, time out..."
"Holidays in the Sun. To claim your medical holidays, send a...",1,"Holidays in the . Sun To claim your medical holidays , send a ...","Holiday ##s in the Sun . To claim your medical holiday ##s , a . . .","holidays from southern usa. to claim any medical holidays, give a..."
"Holidays in the Sun. To claim your medical holidays, send a...",1,"Holidays in the Sun . To claim your medical holidays , a send ...","Holiday ##s in the Sun . To claim your medical holiday ##s , send a . .","sun and hot sun. to remember these medical holidays, send a..."
Nothing other than us just asking you why you are ba gu...,0,Nothing other than us just asking you why you are ba gu...,Nothing other than us just asking you why you are ba gu...,Nothing other than us just asking you why you are ba gu...
Nothing other than us just asking you why you are ba gu...,0,Nothing other than us just asking you why are you ba gu ...,Nothing other than us just asking you why you are gu . . .,nothing happens and us here asked you why you are not gu...
Nothing other than us just asking you why you are ba gu...,0,Nothing other than us just asking you you why are ba gu ...,Nothing other than us just asking you why are ba gu . . .,go further than us just seeing you after you left ba gu...
Nothing other than us just asking you why you are ba gu...,0,Nothing other than us just asking you why are you ba gu ...,Nothing other than us just asking you why you are ba gu . .,any harder than me just asking for why you are with gu...
"URGENT! Your cell phone received a bonus of £1,500...",1,"URGENT! Your cell phone received a bonus of £1,500...","URGENT! Your cell phone received a bonus of £1,500...","URGENT! Your cell phone received a bonus of £1,500..."
"URGENT! Your cell phone received a bonus of £1,500...",1,"URGENT ! Your phone cell received a bonus of £1,500 ...","##R ##GE ##NT ! Your cell phone received a bonus of £1 , 500 . . .","now! that cell has received the loss of £1, 500..."
"URGENT! Your cell phone received a bonus of £1,500...",1,"! URGENT Your cell phone received a bonus of £1,500 ...","U ##R ##GE ##NT ! Your cell phone received a bonus £1 , 500 . . .","amazing! your personal phone received a bonus over 5, 100..."
"URGENT! Your cell phone received a bonus of £1,500...",1,"URGENT ! cell Your phone received a bonus of £1,500 ...","U ##R ##GE ! Your cell phone received a bonus of £1 , 500 . . .","...! his cell phone gets a response of 5, 500..."
BIG BROTHER ALERT! The computer has selected u for 10k cash or #150 voucher. Call 09064018838. NTT PO Box CRO1327 18+ BT Landline Cost 150ppm mobiles vary,1,BIG BROTHER ALERT! The computer has selected u for 10k cash or #150 voucher. Call 09064018838. NTT PO Box CRO1327 18+ BT Landline Cost 150ppm mobiles vary,BIG BROTHER ALERT! The computer has selected u for 10k cash or #150 voucher. Call 09064018838. NTT PO Box CRO1327 18+ BT Landline Cost 150ppm mobiles vary,BIG BROTHER ALERT! The computer has selected u for 10k cash or #150 voucher. Call 09064018838. NTT PO Box CRO1327 18+ BT Landline Cost 150ppm mobiles vary
BIG BROTHER ALERT! The computer has selected u for 10k cash or #150 voucher. Call 09064018838. NTT PO Box CRO1327 18+ BT Landline Cost 150ppm mobiles vary,1,BIG BROTHER ALERT ! The computer has selected u 10k for cash or # 150 voucher . Call 09064018838 . NTT PO Box CRO1327 18+ BT Landline Cost 150ppm mobiles vary,B BR ##OT ##H ##ER AL ##ER ##T ! The computer has selected u for 10 ##k cash or # 150 vo ##uche ##r . Call 090 ##64 ##01 ##8 ##83 ##8 . NT ##T P ##O Box CR ##O ##13 ##27 18 + BT Land ##line Cost 150 ##pp ##m mobile ##s vary,big wave [UNK]! the host has selected u for 10k ticket or # 150 voucher. call back. ntt phone box number 18 + bt landline with 150ppm cost vary
BIG BROTHER ALERT! The computer has selected u for 10k cash or #150 voucher. Call 09064018838. NTT PO Box CRO1327 18+ BT Landline Cost 150ppm mobiles vary,1,BIG BROTHER ALERT ! The computer has selected u for 10k cash or # 150 voucher . Call 09064018838 . NTT PO Box CRO1327 BT 18+ Landline Cost 150ppm mobiles vary,B ##IG BR ##OT ##H ##ER AL ##ER ##T ! The computer has selected u 10 ##k cash or # 150 vo ##uche ##r . Call 090 ##64 ##01 ##8 ##83 ##8 . NT ##T P ##O Box CR ##O ##13 ##27 18 + BT Land ##line Cost 150 ##pp ##m mobile ##s vary,big yellow alert! their computer has selected u on your cash or # 15 million. call it. mobile po box cro1327 18 + a landline cost 150ppm mobiles vary
BIG BROTHER ALERT! The computer has selected u for 10k cash or #150 voucher. Call 09064018838. NTT PO Box CRO1327 18+ BT Landline Cost 150ppm mobiles vary,1,BIG BROTHER ALERT ! The computer has selected u for 10k cash or # 150 voucher . Call 09064018838 . NTT PO Box CRO1327 18+ BT Cost Landline 150ppm mobiles vary,B ##IG BR ##OT ##H ##ER AL ##ER ##T ! The computer has selected u for 10 ##k cash or # 150 vo ##uche ##r . Call 090 ##64 ##01 ##8 ##83 ##8 . NT P ##O Box CR ##O ##13 ##27 18 + BT Land ##line Cost 150 ##pp ##m mobile ##s vary,mobile red alert! the computer successfully collected money of 10k cash in # 1 voucher. call 09064018838. ntt po box cro1327 18 + bt mobile with 150ppm mobiles vary
The fact that you're cleaning shows you know why i'm upset. Your priority is constantly \what i want to do,0,The fact that you're cleaning shows you know why i'm upset. Your priority is constantly \what i want to do,The fact that you're cleaning shows you know why i'm upset. Your priority is constantly \what i want to do,The fact that you're cleaning shows you know why i'm upset. Your priority is constantly \what i want to do
The fact that you're cleaning shows you know why i'm upset. Your priority is constantly \what i want to do,0,The fact that you 're shows cleaning you know why i 'm upset . Your priority is constantly \what i want to do,The fact that you ' re clean ##ing shows you know why i ' m upset . Your priority is constantly \ what i to do,the look that you're cleaning shows you right why i'm upset. our advice remains to \ all u want to do
